1                name               |           model            |  asset_type  | serial_number 
1726  MCTRIB-4-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FOC2143U0PJ

1727  MCULL-223-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC2220U05E

1728  MCULL-223-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW1935C1DZ

1729  MCULL-223-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW2001D1AA

1730  MCULL-2C-ESW-1                   | WS-C3750X-48P              | SWITCH       | FDO1648Z1GM

1731  MCULL-2D-ESW-1                   | WS-C3750X-24P              | SWITCH       | FDO1643Z27L

1732  MCULL-2D-ESW-1                   | WS-C3750X-48P              | SWITCH       | FDO1650P1AN

1733  MCULL-4C-ESW-1                   | WS-C3750X-24P              | SWITCH       | FDO1642P19E

1734  MCULL-4C-ESW-1                   | WS-C3750X-48P              | SWITCH       | FDO1649Z2LQ

1735  MCULL-4D-ESW-1                   | WS-C3750X-48P              | SWITCH       | FDO1650Z0UZ

1736  MCULL-4D-ESW-1                   | WS-C3750X-24P              | SWITCH       | FDO1643Z27Z

1737  MCULL-B-ESW-2                    | WS-C3750X-48P              | SWITCH       | FDO1444Z0ZF

1738  MILLAR-B-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FOC2142U1LZ

1739  MILLAR-B-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FCW2143C0MQ

1740  MILLAR-B-ESW-1                   | WS-C3850-24P-L             | SWITCH       | FOC1923X05B

1741  MORT-1-ESW-2                     | WS-C3750X-24P              | SWITCH       | FDO1525K0PL

1742  MORT-1-ESW-2                     | WS-C3750X-24P              | SWITCH       | FDO1526P0U1

1743  MORT-1-ESW-3                     | WS-C3850-48P-L             | SWITCH       | FCW2038C1JQ

1744  MORT-1-ESW-3                     | WS-C3850-48P-L             | SWITCH       | FCW2038C18N

1745  MUDD-1148-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC2225L026

1746  MUDD-1148-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW2050C06Q

1747  MUDD-1148-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW2038F0ZC

1748  MUDD-1148-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC2120L0KS

1749  MUDD-1148-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC2120L0KU

1750  MUDD-1148-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC2120X0V9

1751  MUDD-1148-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC2120L0L0

1752  MUDD-1148-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1839X0U2

1753  MUDD-1148-ESW-2                  | WS-C3850-24XS-S            | SWITCH       | FCW2131D040

1754  MUDD-1148-ESW-2                  | WS-C3850-24XS-S            | SWITCH       | FCW2131D04E

1755  MUDD-2250-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW2038D1K9

1756  MUDD-2250-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1838X15F

1757  MUDD-2250-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC2124U0L0

1758  MUDD-2250-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC2119L1QU

1759  MUDD-2250-ESW-1                  | WS-C3850-12X48U-L          | SWITCH       | FCW2044C0YL

1760  MUDD-2250-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW2119C1CM

1761  MUDD-2250-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW2143C0ML

1762  MUDD-2250-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW2038C1C7

1763  MUDD-2250-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW2104F14E

1764  MUDD-3010-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC2225L01N

1765  MUDD-3010-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1926U0QV

1766  MUDD-3010-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1810X025

1767  MUDD-3010-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW2050D09M

1768  MUDD-3010-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW2224D1AD

1769  MUDD-3010-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC2142X1EA

1770  MUDD-3250-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC2225L04N

1771  MUDD-3250-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC2224L2W1

1772  MUDD-3250-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC2224X15J

1773  MUDD-3250-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW2225D0P9

1774  MUDD-3250-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC2224X0X1

1775  MUDD-3250-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC2225L048

1776  MUDD-3250-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC2050X06T

1777  NANO-1-ESW-1                     | WS-C3750X-48P              | SWITCH       | FDO1525K11V

1778  NANO-1-ESW-1                     | WS-C3750X-48P              | SWITCH       | FDO1537R0ZQ

1779  NANO-1-ESW-1                     | WS-C3750X-48P              | SWITCH       | FDO1537R0AV

1780  NANO-1-ESW-3                     | WS-C3850-48P-L             | SWITCH       | FCW1901C14E

1781  NANO-1-ESW-3                     | WS-C3850-48P-L             | SWITCH       | FOC1901X164

1782  NANO-1-ESW-3                     | WS-C3850-48P-L             | SWITCH       | FCW1901D020

1783  NANO-1-ESW-3                     | WS-C3850-48P-L             | SWITCH       | FCW1835C0KL

1784  NANO-1-ESW-3                     | WS-C3850-48P-L             | SWITCH       | FOC1901X18L

1785  NANO-1-ESW-3                     | WS-C3850-48P-L             | SWITCH       | FOC1901X19T

1786  NANO-2-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FCW1901C14U

1787  NANO-2-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FOC1901X19A

1788  NANO-2-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FOC1901X19D

1789  NANO-2-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FCW1901D046

1790  NANO-2-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FOC1901X160

1791  NANO-2-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FOC1901X18B

1792  NANO-3-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FCW1901D04T

1793  NANO-3-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FOC1901X19E

1794  NANO-3-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FOC1848U1DL

1795  NANO-3-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FCW1901D04Q

1796  NANO-3-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FOC1901U08Y

1797  NANO-4-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FOC1850X17Q

1798  NANO-4-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FOC1901X19G

1799  NANO-4-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FOC1901X02W

1800  NANO-4-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FCW1848C0N0

1801  NANO-4-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FCW1848C0MQ

1802  NANO-4-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FOC1901X06L

1803  NANO-4-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FOC1901U199

1804  NANO-IDF-ESW-2                   | WS-C3850-48P-L             | SWITCH       | FOC2143U0EX

1805  NANO-IDF-ESW-2                   | WS-C3850-48P-L             | SWITCH       | FOC2143X0MH

1806  NGARAGE-1288-ESW-1               | WS-C3850-48P-L             | SWITCH       | FCW1832C1CL

1807  NGARAGE-1288-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1925U11A

1808  NGARAGE-1288-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1801Y670

1809  NGARAGE-1288-ESW-1               | WS-C3850-48P-L             | SWITCH       | FCW1820C0GE

1810  NGARAGE-1288-ESW-1               | WS-C3850-48P-L             | SWITCH       | FCW1823C0PC

1811  NGARAGE-1288-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1823U103

1812  NGARAGE-1288-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC2044X0XJ

1813  NGARAGE-1288-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1901U19G

1814  NGARAGE-1288-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1748X0LK

1815  NGARAGE-1635-ESW-1               | WS-C3850-48P-L             | SWITCH       | FCW1832C1C2

1816  NGARAGE-1635-ESW-1               | WS-C3850-48P-L             | SWITCH       | FCW1832C0HN

1817  NGARAGE-1635-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1807U0Q7

1818  NGARAGE-1635-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1832X1EJ

1819  NGARAGE-1635-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1829X170

1820  NGARAGE-1635-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1832U1DR

1821  NGARAGE-1635-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1830U00A

1822  NGARAGE-1635-ESW-1               | WS-C3850-48P-L             | SWITCH       | FCW1832C1AX

1823  NGARAGE-1852-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1832X1D0

1824  NGARAGE-4200-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1828X0TH

1825  NGARAGE-4501-ESW-1               | WS-C3850-24P-L             | SWITCH       | FOC1748X0EP

1826  NGARAGE-4716-ESW-1               | WS-C3850-48P-L             | SWITCH       | FCW2001D0S2

1827  NMQUAD-B-ESW-1                   | WS-C3850-24P-L             | SWITCH       | FOC1907X00M

1828  NMQUAD-B-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FOC1911X08J

1829  NMQUAD-B-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FOC1910U1K9

1830  NMQUAD-B-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FOC1812U1EU

1831  NORRIS-1-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FOC1752U0JN

1832  NORRIS-1-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FOC1801U0C2

1833  NORRIS-2-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FOC1901U198

1834  NORRIS-2-ESW-1                   | WS-C3850-24P-L             | SWITCH       | FOC1748U058

1835  NORRIS-3-ESW-1                   | WS-C3750X-48P              | SWITCH       | FDO1522V1RW

1836  NORRIS-3-ESW-1                   | WS-C3750X-24P              | SWITCH       | FDO1623R370

1837  NORRIS-3-ESW-1                   | WS-C3750X-48P              | SWITCH       | FDO1525Z05E

1838  NORRIS-3-ESW-1                   | WS-C3750X-48P              | SWITCH       | FDO1525P12Q

1839  NORRIS-3-ESW-1                   | WS-C3750X-48P              | SWITCH       | FDO1525K124

1840  NORRIS-3-ESW-1                   | WS-C3750X-48P              | SWITCH       | FDO1525V0FB

1841  NORRIS-B-ESW-1                   | WS-C3750X-48P              | SWITCH       | FDO1717P2JH

1842  NORRIS-B-ESW-1                   | WS-C3750X-48P              | SWITCH       | FDO1525V08P

1843  NORRIS-EAST-LAWN-ESW-1           | CISCOIE20004TSGB           | SWITCH       | FDO2038T0RQ

1844  NORRIS-G-ESW-1                   | WS-C3750X-48P              | SWITCH       | FDO1525K0UF

1845  NORRIS-G-ESW-1                   | WS-C3750X-48P              | SWITCH       | FDO1525Z05J

1846  NORRIS-G-ESW-1                   | WS-C3750X-48P              | SWITCH       | FDO1524K1FD

1847  NORRIS-G-ESW-1                   | WS-C3750X-24P              | SWITCH       | FDO1522P18P

1848  NORRIS-G-ESW-1                   | WS-C3750X-24P              | SWITCH       | FDO1751Z1W4

1849  NYCDEVEL-IDF-ESW-1               | WS-C3750V2-48PS            | SWITCH       | FDO1502X1FK

1850  OBSRVTY-B-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW2120C0QT

1851  OBSRVTY-B-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1801X0LY

1852  OBSRVTY-B-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1801U0JY

1853  OBSRVTY-B-ESW-1                  | WS-C3850-24P-L             | SWITCH       | FOC1747Y4F1

1854  OBSRVTY-B-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1801U0GL

1855  OGLC-IDF-ESW-1                   | WS-C3750X-48P              | SWITCH       | FDO1537R0AT

1856  OGLC-IDF-ESW-1                   | WS-C3750X-48P              | SWITCH       | FDO1525P137

1857  PANCOE-2-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FCW1901C187

1858  PANCOE-2-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FCW1834C0B4

1859  PANCOE-2-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FOC1901U0SY

1860  PANCOE-2-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FOC1833U12C

1861  PANCOE-2-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FOC1848X1HB

1862  PANCOE-2-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FOC1901U19J

1863  PANCOE-3-ESW-4                   | WS-C3750X-48P              | SWITCH       | FDO1527P20B

1864  PANCOE-3-ESW-4                   | WS-C3750X-48P              | SWITCH       | FDO1537Z06R

1865  PANCOE-3-ESW-4                   | WS-C3750X-48P              | SWITCH       | FDO1527K1QU

1866  PANCOE-3-ESW-4                   | WS-C3750X-48P              | SWITCH       | FDO1528R0H1

1867  PANCOE-3-ESW-4                   | WS-C3750X-24P              | SWITCH       | FDO1522K11R

1868  PANCOE-4-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FOC1903U0MT

1869  PANCOE-4-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FOC1903X0NB

1870  PANCOE-4-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FCW1903C0P4

1871  PANCOE-4-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FCW1903C0P8

1872  PANCOE-4-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FCW1903C0P6

1873  PANCOE-B-ESW-5                   | WS-C3850-48P-L             | SWITCH       | FOC1739X0ZW

1874  PANCOE-B-ESW-5                   | WS-C3850-48P-L             | SWITCH       | FOC2038U1DS

1875  PANCOE-B-ESW-5                   | WS-C3850-48P-L             | SWITCH       | FOC1739X0ZV

1876  PANCOE-B-ESW-5                   | WS-C3850-24P-L             | SWITCH       | FOC1907U01S

1877  PICK-B-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FCW2142C1SB

1878  REGSTN-IDF-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1801X0LN

1879  REGSTN-IDF-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1910U1KB

1880  REGSTN-IDF-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1801U0C8

1881  REGSTN-IDF-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1801Y3BP

1882  RIC-19-ESW-1                     | WS-C3750X-24P              | SWITCH       | FDO1522K11Q

1883  ROGERS-B-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FOC1912U17R

1884  ROGERS-B-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FCW1933C0NY

1885  RUBFF-244-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1748Y2NM

1886  RUBFF-244-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1810U031

1887  RUBFF-244-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1810U0BM

1888  RUBFF-244-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1831X0R4

1889  RUBFF-244-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1832X0V6

1890  RUBFF-244-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1831U0RC

1891  RUBFF-251-ESW-1                  | WS-C3850-24P-L             | SWITCH       | FOC1823U14Q

1892  RUBFF-251-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1831U0RH

1893  RUBFF-251-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW1832C10A

1894  RUBFF-251-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW1831C0NT

1895  RUBFF-281-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1831U0RF

1896  RUBFF-281-ESW-1                  | WS-C3850-24P-L             | SWITCH       | FCW1834C0DE

1897  RUBFF-313-ESW-4                  | WS-C3850-48P-L             | SWITCH       | FOC1831U0QS

1898  RUBFF-313-ESW-4                  | WS-C3850-48P-L             | SWITCH       | FOC1832U1DJ

1899  RUBFF-313-ESW-4                  | WS-C3850-48P-L             | SWITCH       | FCW1830C00B

1900  RUBFF-345-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1537R0B6

1901  RUBFF-359-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1537K0QD

1902  RUBFF-THORNE-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1814U089

1903  RUBFF-THORNE-ESW-1               | WS-C3850-12X48U-L          | SWITCH       | FOC2117U1F2

1904  RYAN-160-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FOC1807U0LS

1905  RYAN-2-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FCW1938C08P

1906  RYAN-2-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FOC2002X017

1907  RYAN-BASEBALL-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC2033X1BU
