               name               |           model            |  asset_type  | serial_number 
 ALLSN-IDF-ESW-2                  | WS-C3850-24P-L             | SWITCH       | FOC1918X06M
 ALLSN-IDF-ESW-2                  | WS-C3850-48P-L             | SWITCH       | FOC2220U09P
 ANNBRG-129-ESW-1                 | WS-C3750X-48P              | SWITCH       | FDO1537R10V
 ANNBRG-129-ESW-1                 | WS-C3750X-48P              | SWITCH       | FDO1537V076
 ANNBRG-129-ESW-1                 | WS-C3750X-48P              | SWITCH       | FDO1537P0F4
 ANNBRG-129-ESW-1                 | WS-C3750X-48P              | SWITCH       | FDO1537R0J8
 ANNBRG-129-ESW-1                 | WS-C3750X-48P              | SWITCH       | FDO1537Z06F
 ANNBRG-228-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1801X0QV
 ANNBRG-228-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1752Y5R8
 ANNBRG-228-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1801X0R3
 ANNBRG-228-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1801U0KN
 ANNBRG-228-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1801U0BG
 ANNBRG-228-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1801X0RF
 ANNBRG-325-ESW-2                 | WS-C3850-48P-L             | SWITCH       | FOC1801X0LM
 ANNBRG-325-ESW-2                 | WS-C3850-48P-L             | SWITCH       | FOC1801U0KK
 ANNBRG-325-ESW-2                 | WS-C3850-12X48U-L          | SWITCH       | FCW2141C0ZG
 ANNBRG-325-ESW-2                 | WS-C3850-48P-L             | SWITCH       | FOC1801U0KM
 ANNBRG-325-ESW-2                 | WS-C3850-48P-L             | SWITCH       | FOC1801X15L
 ANNBRG-325-ESW-3                 | WS-C3850-48P-L             | SWITCH       | FOC1801X0LL
 ANNBRG-325-ESW-3                 | WS-C3850-48P-L             | SWITCH       | FOC1750X11J
 ANNBRG-325-ESW-3                 | WS-C3850-48P-L             | SWITCH       | FOC1801X0R1
 ANNBRG-325-ESW-3                 | WS-C3850-48P-L             | SWITCH       | FOC1752U0R9
 ANNBRG-325-ESW-3                 | WS-C3850-48P-L             | SWITCH       | FOC1801U0KH
 ANNBRG-325-ESW-3                 | WS-C3850-48P-L             | SWITCH       | FOC1753X02A
 ANNBRG-325-ESW-3                 | WS-C3850-48P-L             | SWITCH       | FOC1801X018
 ANNBRG-G19-ESW-2                 | WS-C3850-48P-L             | SWITCH       | FOC1801U0JL
 ANNBRG-G19-ESW-2                 | WS-C3850-48P-L             | SWITCH       | FOC1801Y3BD
 ANNBRG-G19-ESW-2                 | WS-C3850-48P-L             | SWITCH       | FOC1801Y3KP
 ANNBRG-G19-ESW-2                 | WS-C3850-48P-L             | SWITCH       | FOC1801U072
 ANNMAY-IDF-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1801U0KD
 ANNMAY-IDF-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1801U0JU
 ANNMAY-IDF-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1801U0GM
 BIENEN-2150B-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1832X1FX
 BIENEN-2150B-ESW-1               | WS-C3850-48P-L             | SWITCH       | FCW1925C0XH
 BIENEN-2150B-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1829X14B
 BIENEN-2150B-ESW-1               | WS-C3850-48P-L             | SWITCH       | FCW1903C0PA
 BIENEN-2150B-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1807U0PY
 BIENEN-2150B-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1903U0DW
 BIENEN-2150B-ESW-1               | WS-C3850-48P-L             | SWITCH       | FCW2142F1GX
 BIENEN-4150B-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1833U05Y
 BIENEN-4150B-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1810U02M
 BIENEN-4150B-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1834X08U
 BIENEN-4150B-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1820U1CJ
 BIENEN-4150B-ESW-1               | WS-C3850-48P-L             | SWITCH       | FCW1832C1D6
 BIENEN-4150B-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1828X0SJ
 BIENEN-4150B-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1832U1D6
 BIENEN-4150B-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1828U0R1
 BIENEN-4150B-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1838X154
 BIENEN-4150B-ESW-2               | WS-C3850-48P-L             | SWITCH       | FOC1848X0GK
 BIRL-1-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FCW2038F1NQ
 BIRL-1-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FCW2022F0ZE
 BIRL-1-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FCW2038F1VQ
 BIRL-1-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FCW2038D1C9
 BIRL-1-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FCW2038F1VZ
 BIRL-1-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FOC2038U1DP
 BIRL-1-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FCW2038C1AW
 BIRL-1-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FOC2038X1EY
 BIRL-1-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FOC2038U1CG
 BIRL-3-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FCW2142D1YX
 BIRL-4-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FOC2142X1EF
 BIRL-4-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FOC2143X0NE
 BIRL-5-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FCW2038F1NN
 BIRL-5-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FOC2038X23Z
 BIRL-6-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FCW1903C0JC
 BIRL-6-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FOC1903X0P8
 BIRL-6-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FOC1903X0PZ
 BLMQST-1-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FCW2220C08A
 BLOCK-IDF-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW2050D09E
 BLOCK-IDF-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW2050D07T
 BLOCK-IDF-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW2050C0AE
 BOBB-223-ESW-1                   | WS-C3750X-48P              | SWITCH       | FDO1650P1LL
 BOBB-223-ESW-1                   | WS-C3750X-48P              | SWITCH       | FDO1650X1JB
 BOBB-2A-ESW-1                    | WS-C3750X-24P              | SWITCH       | FDO1628Z1CB
 BOBB-2A-ESW-1                    | WS-C3750X-48P              | SWITCH       | FDO1649H25Z
 BOBB-2B-ESW-1                    | WS-C3750X-48P              | SWITCH       | FDO1635X0ZM
 BOBB-2B-ESW-1                    | WS-C3750X-24P              | SWITCH       | FDO1628V1DF
 BOBB-4A-ESW-1                    | WS-C3750X-48P              | SWITCH       | FDO1631Z1G2
 BOBB-4A-ESW-1                    | WS-C3750X-48P              | SWITCH       | FDO1635R2DS
 BOBB-4B-ESW-1                    | WS-C3750X-24P              | SWITCH       | FDO1642P16B
 BOBB-4B-ESW-1                    | WS-C3750X-48P              | SWITCH       | FDO1648Z1FT
 BOBB-B-ESW-2                     | WS-C3750X-48P              | SWITCH       | FDO1648R0UP
 BRTN-111-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FOC2209X0U8
 BRTN-111-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FOC2209L11W
 BRTN-111-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FOC2209X0ZG
 BRTN-111-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FOC2209L0W5
 CATCTR-IDF-ESW-2                 | WS-C3850-48P-L             | SWITCH       | FOC1739U0TS
 CATCTR-IDF-ESW-2                 | WS-C3850-48P-L             | SWITCH       | FOC1733U05U
 CATCTR-IDF-ESW-2                 | WS-C3850-48P-L             | SWITCH       | FOC1733X05Y
 CATCTR-IDF-ESW-2                 | WS-C3850-48P-L             | SWITCH       | FOC1739U0WF
 CATCTR-IDF-ESW-2                 | WS-C3850-24P-L             | SWITCH       | FOC1748X05Q
 CCI-1N-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FCW1848C0J0
 CCI-1N-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FOC1911U08Y
 CCI-2N-ESW-1                     | WS-C3750X-48P              | SWITCH       | FDO1649Z2KN
 CCI-2S-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FOC1803V2T6
 CCI-3N-ESW-1                     | WS-C3850-24P-L             | SWITCH       | FOC1812X0J3
 CCI-3N-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FCW1823C0B6
 CCI-3S-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FOC1818U129
 CCI-4N-ESW-1                     | WS-C3750X-48P              | SWITCH       | FDO1650Z1CF
 CCI-4S-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FOC1823X0MY
 CCI-IDF-ESW-2                    | WS-C3750X-24P              | SWITCH       | FDO1525K0PR
 CHAPIN-ATTIC-ESW-1               | WS-C3750X-48P              | SWITCH       | FDO1650X19Q
 CHAPIN-ATTIC-ESW-1               | WS-C3750X-24P              | SWITCH       | FDO1714Z0D9
 CHAPIN-ATTIC-ESW-1               | WS-C3750X-48P              | SWITCH       | FDO1645H0NT
 CHDC-232-0214-30-ESW-1           | WS-C3850-48P-L             | SWITCH       | FJB2332G0ST
 CHICAGOHEATINGPLANT-1-ESW-1      | WS-C3850-48P-L             | SWITCH       | FOC2142X1DU
 COOK-1000A-ESW-4                 | WS-C3850-48P-L             | SWITCH       | FOC1740U00C
 COOK-1000A-ESW-4                 | WS-C3850-48P-L             | SWITCH       | FOC1740X006
 COOK-1000A-ESW-4                 | WS-C3850-48P-L             | SWITCH       | FOC2224L2VB
 COOK-1000A-ESW-4                 | WS-C3850-12X48U-L          | SWITCH       | FCW2141D104
 COOK-1000A-ESW-4                 | WS-C3850-48P-L             | SWITCH       | FOC1739U0XJ
 COOK-1031A-ESW-3                 | WS-C3850-48P-L             | SWITCH       | FOC1739U0WN
 COOK-1031A-ESW-3                 | WS-C3850-48P-L             | SWITCH       | FOC1740X005
 COOK-1031A-ESW-3                 | WS-C3850-48P-L             | SWITCH       | FOC1739U0XL
 COOK-2000A-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1739U0U1
 COOK-2000A-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1739U0Y8
 COOK-2000A-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1739X11P
 COOK-2000A-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1739X0XD
 COOK-2000A-ESW-1                 | WS-C3850-24P-L             | SWITCH       | FOC1748Y0M4
 COOK-2000A-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1739U0TZ
 COOK-2031A-ESW-2                 | WS-C3850-48P-L             | SWITCH       | FOC1752X0HV
 COOK-2031A-ESW-2                 | WS-C3850-24P-L             | SWITCH       | FOC1748Y22Y
 COOK-2031A-ESW-2                 | WS-C3850-48P-L             | SWITCH       | FOC1752Y253
 COOK-2031A-ESW-2                 | WS-C3850-48P-L             | SWITCH       | FOC2220X03L
 COOK-3000A-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1740U004
 COOK-3000A-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1740X015
 COOK-3000A-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1739U0XY
 COOK-3000A-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1739U0TY
 COOK-3000A-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1739U0TX
 COOK-3031A-ESW-2                 | WS-C3850-48P-L             | SWITCH       | FOC1752X11L
 COOK-3031A-ESW-2                 | WS-C3850-48P-L             | SWITCH       | FOC1739U0U2
 COOK-3031A-ESW-2                 | WS-C3850-48P-L             | SWITCH       | FCW2009D1LD
 COOK-4000A-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC2209U16H
 COOK-4000A-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FCW2209C13G
 COOK-4000A-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FCW2209D11K
 COOK-4000A-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC2209L0M4
 COOK-4031A-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1801X0M3
 COOK-4031A-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1801Y66B
 COOK-4031A-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1801U119
 COOK-IDF-ESW-4                   | WS-C3850-48P-L             | SWITCH       | FCW2209D11F
 CORALGABLES-IDF-ESW-1            | WS-C3850-48P-E             | SWITCH       | FCW1933D1A1
 CORALGABLES-IDF-ESW-1            | WS-C3850-48P-E             | SWITCH       | FOC1937U059
 CORALGABLES-IDF-ESW-1            | WS-C3850-48P-E             | SWITCH       | FOC1937U05K
 CORALGABLES-SC-ESW-1             | WS-C3850-48P-L             | SWITCH       | FOC1924U10J
 CORALGABLES-SC-ESW-1             | WS-C3850-48P-L             | SWITCH       | FCW1924D13U
 CORALGABLES-SC-ESW-1             | WS-C3850-48P-L             | SWITCH       | FOC1924X0XK
 CORALGABLES-SC-ESW-1             | WS-C3850-48P-L             | SWITCH       | FOC1924X1JE
 CORALGABLES-SC-ESW-1             | WS-C3850-48P-L             | SWITCH       | FCW1924D0S9
 CORALGABLES-SC-ESW-1             | WS-C3850-48P-L             | SWITCH       | FCW1923C19Z
 CORALGABLES-SC-ESW-1             | WS-C3850-48P-L             | SWITCH       | FCW1924C16Q
 CROWE-1-ESW-1                    | WS-C3750X-48P              | SWITCH       | FDO1523V0WC
 CROWE-1-ESW-1                    | WS-C3750X-48P              | SWITCH       | FDO1522V1FX
 CROWE-2-ESW-1                    | WS-C3750X-48P              | SWITCH       | FDO1522P1ZX
 CROWE-2-ESW-1                    | WS-C3750X-48P              | SWITCH       | FDO1523P1HD
 CROWE-3-ESW-1                    | WS-C3750X-48P              | SWITCH       | FDO1522P1E0
 CROWE-3-ESW-1                    | WS-C3750X-48P              | SWITCH       | FDO1523V03C
 CROWE-4-ESW-1                    | WS-C3750X-48P              | SWITCH       | FDO1527R27C
 CROWE-4-ESW-1                    | WS-C3750X-48P              | SWITCH       | FDO1522V1S1
 CROWE-4-ESW-1                    | WS-C3750X-48P              | SWITCH       | FDO1522V1GW
 CROWN-1E-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FOC1933U12Z
 CROWN-1E-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FCW1939D0VP
 CROWN-1E-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FCW1931D1J6
 CROWN-G228-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1931U09D
 CROWN-G228-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FCW1931C1FN
 CROWN-G228-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FCW1931D1EY
 CROWN-G228-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1931U1NU
 CROWN-G228-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FCW1939D0VJ
 CROWN-G228-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FCW1937D0BU
 CROWN-G228-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FCW1931D1CF
 CROWN-G228-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1938U1XZ
 CROWN-G228-ESW-2                 | WS-C3850-48P-L             | SWITCH       | FOC1816X082
 CROWN-G228-ESW-2                 | WS-C3850-48P-L             | SWITCH       | FCW1903C0NL
 CROWN-G228-ESW-2                 | WS-C3850-48P-L             | SWITCH       | FOC1939X0V6
 CROWN-G228-ESW-2                 | WS-C3850-48P-L             | SWITCH       | FCW1903C0LD
 CROWN-G593-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1928U0HU
 CROWN-G593-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FCW1939C0UM
 DEERING-303-ESW-1                | WS-C3850-48P-L             | SWITCH       | FOC1803XHAA
 DEERING-309-ESW-1                | WS-C3750X-24P              | SWITCH       | FDO1525V071
 DEERING-IDF-ESW-1                | WS-C3750X-48P              | SWITCH       | FDO1522Z0LA
 DEERING-IDF-ESW-1                | WS-C3750X-48P              | SWITCH       | FDO1536P0MB
 DEERING-IDF-ESW-1                | WS-C3750X-48P              | SWITCH       | FDO1712H2L5
 EFRCHLD-B-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1645R1SU
 EFRCHLD-B-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1527P203
 ELDER-2E-ESW-1                   | WS-C3750X-48P              | SWITCH       | FDO1537V09P
 ELDER-2E-ESW-1                   | WS-C3750X-48P              | SWITCH       | FDO1644Z2MZ
 ELDER-2W-ESW-3                   | WS-C3850-48P-L             | SWITCH       | FCW2001D15Z
 ELDER-2W-ESW-3                   | WS-C3850-48P-L             | SWITCH       | FCW2001D163
 ELDER-2W-ESW-3                   | WS-C3850-48P-L             | SWITCH       | FCW2001C1DD
 ELDER-2W-ESW-3                   | WS-C3850-48P-L             | SWITCH       | FOC2001X0T3
 ELDER-4E-ESW-1                   | WS-C3750X-48P              | SWITCH       | FDO1537R0PT
 ELDER-4E-ESW-1                   | WS-C3750X-48P              | SWITCH       | FDO1537K0DP
 ELDER-4W-ESW-1                   | WS-C3750X-48P              | SWITCH       | FDO1629V26F
