name,type,make,model,serial_number,ip_address,business_service,function,standard_category,contact_team,customer,technical_contact,last_updated_on,installation_ticket,decommission_ticket,location,cabinet
SCHATZ.16.21,SERVER,DELL,POWEREDGE R610,3GZZMS1,,,RESEARCH,,CONTACT,WCAS CHEMISTRY - SCHATZ,,2018-05-08 12:39:21-04,,,EV TECH LG87,16
SCHATZ.16.22,SERVER,DELL,POWEREDGE R610,3GXXMS1,,,RESEARCH,,CONTACT,WCAS CHEMISTRY - SCHATZ,,2018-05-08 12:39:18-04,,,EV TECH LG87,16
SCHATZ.16.23,SERVER,DELL,POWEREDGE R620,6SF41W1,,,RESEARCH,COLOCATION,CONTACT,WCAS CHEMISTRY - SCHATZ,JOSEPH LAKOVITS  MARTIN G BLABER,2018-05-08 12:39:46-04,,,EV TECH LG87,16
SCHATZ.16.24,SERVER,DELL,POWEREDGE R620,5SF41W1,,,RESEARCH,,CONTACT,WCAS CHEMISTRY - SCHATZ,,2018-05-08 12:39:40-04,,,EV TECH LG87,16
SCHATZ.16.25,SERVER,DELL,POWEREDGE R620,8SF41W1,,,RESEARCH,COLOCATION,CONTACT,WCAS CHEMISTRY - SCHATZ,JOSEPH LAKOVITS  MARTIN G BLABER,2018-05-08 12:40:08-04,,,EV TECH LG87,16
SCHATZ.16.26,SERVER,DELL,POWEREDGE R620,CSF41W1,,,RESEARCH,,CONTACT,WCAS CHEMISTRY - SCHATZ,,2018-05-08 12:40:36-04,,,EV TECH LG87,16
SCHATZ.16.27,SERVER,DELL,POWEREDGE R620,9SF41W1,,,RESEARCH,COLOCATION,CONTACT,WCAS CHEMISTRY - SCHATZ,JOSEPH LAKOVITS  MARTIN G BLABER,2018-05-08 12:40:15-04,,,EV TECH LG87,16
SCHATZ.16.28,SERVER,DELL,POWEREDGE R620,7SF41W1,,,RESEARCH,COLOCATION,CONTACT,WCAS CHEMISTRY - SCHATZ,JOSEPH LAKOVITS  MARTIN G BLABER,2018-05-08 12:39:52-04,,,EV TECH LG87,16
SCHATZ.16.29,SERVER,DELL,POWEREDGE R620,BSF41W1,,,RESEARCH,,CONTACT,WCAS CHEMISTRY - SCHATZ,,2018-05-08 12:40:24-04,,,EV TECH LG87,16
SCHATZ.16.37.BITBUCKET,SERVER,SUPERMICRO,3 RU SM,,,,RESEARCH,COLOCATION,CONTACT,WCAS CHEMISTRY - SCHATZ,JOSEPH LAKOVITS  MARTIN G BLABER,2017-03-23 13:01:18-04,,,EV TECH LG87,16
SCHATZ INFINIBAND,NETWORK SWITCH,MELLANOX,IS 5022,,,,RESEARCH,,,WCAS CHEMISTRY - SCHATZ,,2018-10-30 10:14:27-04,,,EV TECH LG87,15
SCHATZ.LIBRARY,SERVER,QUANTUM,SCALAR I 80,D1H0330101,,,RESEARCH,COLOCATION,CONTACT,WCAS CHEMISTRY - SCHATZ,JOSEPH LAKOVITS  MARTIN G BLABER,2018-10-30 09:41:52-04,,,EV TECH LG87,16
SCROOGE,STORAGE,DELL,POWEREDGE R900,J2K4VK1,,,RESEARCH,COLOCATION,SO,MEDICAL SCHOOL,ALEX KOGAN,2018-05-08 12:44:34-04,,,EVDC,R62
SCS 2161DC-2 T48,KVM,DELL,POWEREDGE 2161DS-2,7FJ0M91,,,INFRASTRUCTURE,INFRASTRUCTURE,SO,NUIT-CI-SO-SERVICEOPERATION,,2018-05-08 12:39:51-04,,,EVDC,T48
SCSDATA1,SERVER,DELL,POWEREDGE 2950,GCZYTF1,,,DEVELOPMENT,COLOCATION,SO,SCHOOL OF CONTINUING STUDIES,,2018-05-08 12:45:06-04,,,EVDC,T48
SCSDATA2,SERVER,DELL,POWEREDGE 2950,HCZYTF1,,,DEVELOPMENT,COLOCATION,SO,SCHOOL OF CONTINUING STUDIES,,2018-05-08 12:45:08-04,,,EVDC,T48
SCSDC3,SERVER,DELL,POWEREDGE 2950,4ZFBHD1,,,DEVELOPMENT,COLOCATION,SO,SCHOOL OF CONTINUING STUDIES,,2019-01-23 11:06:50-05,,,EVDC,T48
SCSDC4,SERVER,DELL,POWEREDGE 2950,CS65RH1,,,DEVELOPMENT,COLOCATION,SO,SCHOOL OF CONTINUING STUDIES,,2018-05-08 12:45:03-04,,,EVDC,T48
SCSFFILES1,SERVER,DELL,POWEREDGE 2950,3ZFBHD1,,,DEVELOPMENT,COLOCATION,SO,SCHOOL OF CONTINUING STUDIES,,2018-05-08 12:44:50-04,,,EVDC,T48
SCSFOM1,SERVER,DELL,POWEREDGE 2950,J178ZB1,,,DEVELOPMENT,COLOCATION,SO,SCHOOL OF CONTINUING STUDIES,,2018-05-08 12:45:09-04,,,EVDC,T48
SCSFS3,SERVER,DELL,POWEREDGE 2950,2ZFBHD1,,,DEVELOPMENT,COLOCATION,SO,SCHOOL OF CONTINUING STUDIES,,2018-05-08 12:44:40-04,,,EVDC,U48
SCSINOW1,SERVER,DELL,POWEREDGE R710,CSKB9P1,,,DEVELOPMENT,COLOCATION,SO,SCHOOL OF CONTINUING STUDIES,,2019-01-23 11:06:50-05,,,EVDC,T48
SCSINOW2,SERVER,DELL,POWEREDGE R710,12SQPN1,,,DEVELOPMENT,COLOCATION,SO,SCHOOL OF CONTINUING STUDIES,,2019-01-23 11:07:06-05,,,EVDC,U48
SCSORCL,SERVER,DELL,POWEREDGE 2850,8HYXPD1,,,DEVELOPMENT,COLOCATION,SO,SCHOOL OF CONTINUING STUDIES,,2018-05-08 12:44:55-04,,,EVDC,T48
SCSVC1,SERVER,DELL,POWEREDGE R710,JJ6WVH1,,,DEVELOPMENT,COLOCATION,SO,SCHOOL OF CONTINUING STUDIES,,2018-05-08 12:45:11-04,,,EVDC,U48
SCSVH1,SERVER,DELL,POWEREDGE 2950,DHYXPD1,,,DEVELOPMENT,COLOCATION,SO,SCHOOL OF CONTINUING STUDIES,,2018-05-08 12:45:03-04,,,EVDC,T48
SCSVH2,SERVER,DELL,POWEREDGE R710,JJDPVH1,,,DEVELOPMENT,COLOCATION,SO,SCHOOL OF CONTINUING STUDIES,,2019-01-23 11:06:51-05,,,EVDC,T48
SCSVH3,SERVER,DELL,POWEREDGE R710,H49VVL1,,,DEVELOPMENT,COLOCATION,SO,SCHOOL OF CONTINUING STUDIES,,2019-01-23 11:06:51-05,,,EVDC,T48
SCSVH4,SERVER,DELL,POWEREDGE R710,45R6HS1,,,DEVELOPMENT,COLOCATION,SO,SCHOOL OF CONTINUING STUDIES,,2019-01-23 11:07:07-05,,,EVDC,U48
SCSVH5,SERVER,DELL,POWEREDGE R710,97PXWL1,,,DEVELOPMENT,COLOCATION,SO,SCHOOL OF CONTINUING STUDIES,,2019-01-23 11:07:07-05,,,EVDC,U48
SECONDARY FIREWALL,UNKNOWN,JUNIPER NETWORKS,STRM5000,,,,RESEARCH,,SITE_ADMINISTRATORS,KELLOGG OFFICE RESEARCH SUPPORT,,2019-07-17 21:13:00-04,,,EVDC,J48
SERVER_0G_01_08-25,SERVER,DELL,POWEREDGE R320,2VPMZ12,,,DEVELOPMENT,,SO,NUIT-CI-TNS-DATANETWORK,,2015-01-16 16:11:46-05,,,EV LEV G156,0G.01.08
SERVER1,SERVER,IBM,ESERVER X326,21358DD,,,HIGH PERFORMANCE COMPUTING,,PIPS,NUIT-CI-PIPS-HPC,,2018-03-05 13:07:03-05,,,EVDC,P21
SERVER-10,SERVER,EXXACT,1 RUS,,,,RESEARCH,,SO,MCC CHEMICAL AND BIOLOGICAL ENGINEERING - SNURR,CHRIS ELI WILMER  PRITHA GHOSH,2018-05-15 08:43:08-04,,,EVDC,E62
SERVER-11,SERVER,SUPERMICRO,1 RU SM,,,,RESEARCH,,SO,MCC CHEMICAL AND BIOLOGICAL ENGINEERING - SNURR,CHRIS ELI WILMER  PRITHA GHOSH,2018-05-15 08:43:27-04,,,EVDC,E62
SERVER-12,SERVER,SUPERMICRO,1 RU SM,,,,RESEARCH,,SO,MCC CHEMICAL AND BIOLOGICAL ENGINEERING - SNURR,CHRIS ELI WILMER  PRITHA GHOSH,2018-05-15 08:43:48-04,,,EVDC,E62
SERVER-13,SERVER,SUPERMICRO,1 RU SM,,,,RESEARCH,,SO,MCC CHEMICAL AND BIOLOGICAL ENGINEERING - SNURR,CHRIS ELI WILMER  PRITHA GHOSH,2018-05-15 08:44:13-04,,,EVDC,E62
SERVER-2,SERVER,EXXACT,1 RUS,,,,RESEARCH,,SO,MCC CHEMICAL AND BIOLOGICAL ENGINEERING - SNURR,CHRIS ELI WILMER  PRITHA GHOSH,2020-02-04 14:35:30-05,,,EVDC,E62
SERVER-6,SERVER,SUPERMICRO,1 RU SM,,,,RESEARCH,,SO,MCC CHEMICAL AND BIOLOGICAL ENGINEERING - SNURR,CHRIS ELI WILMER  PRITHA GHOSH,2018-05-15 08:47:09-04,,,EVDC,E62
SERVER-7,SERVER,EXXACT,1 RUS,,,,RESEARCH,,SO,MCC CHEMICAL AND BIOLOGICAL ENGINEERING - SNURR,CHRIS ELI WILMER  PRITHA GHOSH,2018-05-15 08:47:33-04,,,EVDC,E62
SERVER-8,SERVER,SUPERMICRO,1 RU SM,,,,RESEARCH,,SO,MCC CHEMICAL AND BIOLOGICAL ENGINEERING - SNURR,,2018-01-31 17:48:13-05,,,EVDC,E62
SERVER-9,SERVER,EXXACT,1 RUS,,,,RESEARCH,,SO,MCC CHEMICAL AND BIOLOGICAL ENGINEERING - SNURR,,2018-01-31 17:49:05-05,,,EVDC,E62
SERVERTECH FAILSAFE TRANSFER SWITCH,ELECTRICAL DEVICE,EXXACT,1 RUS,,,,HIGH PERFORMANCE COMPUTING,,SO,NUIT-CI-SO-SERVICEOPERATION,,2018-01-29 08:40:31-05,,,EVDC,N12
SHELF,CABINET SHELF,EXXACT,1 RUS,,,,PROVISIONING,,SO,NUIT-CI-SO-SERVICEOPERATION,,2015-05-26 11:27:33-04,,,CH 8602 243,213.01
SHELF,CABINET SHELF,INFOBLOX,1552,,,,RESEARCH,,UKN,KELLOGG OFFICE RESEARCH SUPPORT,,2018-12-24 01:10:09-05,FP-792041,,EVDC,F48
SHELF 062,CABINET SHELF,EXXACT,1 RUS,,,,N/A,,SO,NOT KNOWN,,2018-04-09 12:04:21-04,,,EVDC,O62
SHELF FOR MELLANOX,OTHER,EXXACT,SHELF 1 RU,,,,N/A,,PIPS,NUIT-CI-PIPS-INFRASTRUCTURE,,2020-06-30 06:43:04-04,1016743,,EVDC,U43
SHN-N001,SERVER,PSSC LABS,1 RU SERVER PSSC,356497,,,RESEARCH,,SO,MCC CHEMICAL AND BIOLOGICAL ENGINEERING - BROADBELT,HEATHER MAYES,2018-05-10 13:02:34-04,,,EVDC,N58
SHN-N002,SERVER,DELL,POWEREDGE R410,6W6GJS1,,,RESEARCH,COLOCATION,SO,MCC CHEMICAL AND BIOLOGICAL ENGINEERING - BROADBELT,HEATHER MAYES,2018-05-08 12:43:31-04,,,EVDC,N58
SHN-N003,SERVER,PSSC LABS,1 RU SERVER PSSC,356499,,,RESEARCH,COLOCATION,SO,MCC CHEMICAL AND BIOLOGICAL ENGINEERING - BROADBELT,HEATHER MAYES,2017-10-14 14:35:25-04,,,EVDC,N58
SHN-N006,SERVER,PSSC LABS,1 RU SERVER PSSC,362449,,,RESEARCH,,SO,MCC CHEMICAL AND BIOLOGICAL ENGINEERING - BROADBELT,HEATHER MAYES,2018-05-10 13:05:00-04,,,EVDC,N58
SHN-N007,SERVER,PSSC LABS,1 RU SERVER PSSC,362446,,,RESEARCH,,SO,MCC CHEMICAL AND BIOLOGICAL ENGINEERING - BROADBELT,HEATHER MAYES,2018-05-10 13:04:15-04,,,EVDC,N58
SHN-N008,SERVER,PSSC LABS,1 RU SERVER PSSC,362440,,,RESEARCH,,SO,MCC CHEMICAL AND BIOLOGICAL ENGINEERING - BROADBELT,HEATHER MAYES,2018-05-10 13:05:32-04,,,EVDC,N58
SHN-N009,SERVER,PSSC LABS,1 RU SERVER PSSC,362442,,,RESEARCH,COLOCATION,SO,MCC CHEMICAL AND BIOLOGICAL ENGINEERING - BROADBELT,HEATHER MAYES,2017-10-14 14:30:05-04,,,EVDC,N58
SHN-N010,SERVER,PSSC LABS,1 RU SERVER PSSC,362448,,,RESEARCH,,SO,MCC CHEMICAL AND BIOLOGICAL ENGINEERING - BROADBELT,HEATHER MAYES,2018-05-10 13:06:01-04,,,EVDC,N58
SHN-N011,SERVER,PSSC LABS,1 RU SERVER PSSC,362441,,,RESEARCH,,SO,MCC CHEMICAL AND BIOLOGICAL ENGINEERING - BROADBELT,HEATHER MAYES,2018-05-10 13:06:34-04,,,EVDC,N58
SHN-N012,SERVER,PSSC LABS,1 RU SERVER PSSC,362445,,,RESEARCH,,SO,MCC CHEMICAL AND BIOLOGICAL ENGINEERING - BROADBELT,HEATHER MAYES,2018-05-10 13:06:51-04,,,EVDC,N58
SHN-N013,SERVER,PSSC LABS,1 RU SERVER PSSC,362443,,,RESEARCH,,SO,MCC CHEMICAL AND BIOLOGICAL ENGINEERING - BROADBELT,HEATHER MAYES,2018-05-10 13:07:10-04,,,EVDC,N58
SHN-N014,SERVER,PSSC LABS,1 RU SERVER PSSC,363280,,,RESEARCH,COLOCATION,SO,MCC CHEMICAL AND BIOLOGICAL ENGINEERING - BROADBELT,HEATHER MAYES,2017-10-14 14:24:25-04,,,EVDC,N58
SHN-N015,SERVER,PSSC LABS,1 RU SERVER PSSC,363281,,,RESEARCH,COLOCATION,SO,MCC CHEMICAL AND BIOLOGICAL ENGINEERING - BROADBELT,HEATHER MAYES,2017-10-14 14:23:25-04,,,EVDC,N58
SHN-N016,SERVER,PSSC LABS,1 RU SERVER PSSC,363282,,,RESEARCH,COLOCATION,SO,MCC CHEMICAL AND BIOLOGICAL ENGINEERING - BROADBELT,HEATHER MAYES,2017-10-14 14:22:25-04,,,EVDC,N58
SHN-N017,SERVER,PSSC LABS,1 RU SERVER PSSC,363283,,,RESEARCH,COLOCATION,SO,MCC CHEMICAL AND BIOLOGICAL ENGINEERING - BROADBELT,HEATHER MAYES,2017-10-14 14:21:15-04,,,EVDC,N58
SHN-N018,SERVER,PSSC LABS,1 RU SERVER PSSC,363284,,,RESEARCH,COLOCATION,SO,MCC CHEMICAL AND BIOLOGICAL ENGINEERING - BROADBELT,HEATHER MAYES,2017-10-14 14:20:15-04,,,EVDC,N58
SHN-N019,SERVER,PSSC LABS,1 RU SERVER PSSC,363285,,,RESEARCH,COLOCATION,SO,MCC CHEMICAL AND BIOLOGICAL ENGINEERING - BROADBELT,HEATHER MAYES,2017-10-14 14:19:05-04,,,EVDC,N58
SHN-N020,SERVER,PSSC LABS,1 RU SERVER PSSC,363286,,,RESEARCH,,SO,MCC CHEMICAL AND BIOLOGICAL ENGINEERING - BROADBELT,HEATHER MAYES,2018-05-10 13:08:56-04,,,EVDC,N58
SHN-N021,SERVER,PSSC LABS,1 RU SERVER PSSC,363287,,,RESEARCH,,SO,MCC CHEMICAL AND BIOLOGICAL ENGINEERING - BROADBELT,HEATHER MAYES,2018-05-10 13:09:14-04,,,EVDC,N58
SHN-N022,SERVER,DELL,POWEREDGE R410,9R9HXQ1,,,RESEARCH,COLOCATION,SO,MCC CHEMICAL AND BIOLOGICAL ENGINEERING - BROADBELT,HEATHER MAYES,2018-05-08 12:43:44-04,,,EVDC,N58
SHN-N023,SERVER,DELL,POWEREDGE R410,9R9NXQ1,,,RESEARCH,,SO,MCC CHEMICAL AND BIOLOGICAL ENGINEERING - BROADBELT,HEATHER MAYES,2018-05-10 13:09:44-04,,,EVDC,N58
SHN-N024,SERVER,DELL,POWEREDGE R410,9R9GXQ1,,,RESEARCH,COLOCATION,SO,MCC CHEMICAL AND BIOLOGICAL ENGINEERING - BROADBELT,HEATHER MAYES,2018-05-08 12:43:44-04,,,EVDC,N58
SHN-N025,SERVER,DELL,POWEREDGE R410,9R9LXQ1,,,RESEARCH,COLOCATION,SO,MCC CHEMICAL AND BIOLOGICAL ENGINEERING - BROADBELT,HEATHER MAYES,2018-05-08 12:43:45-04,,,EVDC,N58
SHN-N026,SERVER,DELL,POWEREDGE R410,9R9JXQ1,,,RESEARCH,COLOCATION,SO,MCC CHEMICAL AND BIOLOGICAL ENGINEERING - BROADBELT,HEATHER MAYES,2018-05-08 12:43:45-04,,,EVDC,N58
SHN-N027,SERVER,DELL,POWEREDGE R410,6W6FJS1,,,RESEARCH,COLOCATION,SO,MCC CHEMICAL AND BIOLOGICAL ENGINEERING - BROADBELT,HEATHER MAYES,2018-05-08 12:43:30-04,,,EVDC,N58
SHN-N028,SERVER,DELL,POWEREDGE R410,6W6DJS1,,,RESEARCH,COLOCATION,SO,MCC CHEMICAL AND BIOLOGICAL ENGINEERING - BROADBELT,HEATHER MAYES,2018-05-08 12:43:30-04,,,EVDC,N58
SHN-N029,SERVER,DELL,POWEREDGE R410,6W7BJS1,,,RESEARCH,COLOCATION,SO,MCC CHEMICAL AND BIOLOGICAL ENGINEERING - BROADBELT,HEATHER MAYES,2018-05-08 12:43:32-04,,,EVDC,N58
SHN-N030,SERVER,DELL,POWEREDGE R410,6W78JS1,,,RESEARCH,COLOCATION,SO,MCC CHEMICAL AND BIOLOGICAL ENGINEERING - BROADBELT,HEATHER MAYES,2018-05-08 12:43:31-04,,,EVDC,N58
SHN-N031,SERVER,DELL,POWEREDGE R410,6W6CJS1,,,RESEARCH,COLOCATION,SO,MCC CHEMICAL AND BIOLOGICAL ENGINEERING - BROADBELT,HEATHER MAYES,2018-05-08 12:43:29-04,,,EVDC,N58
SHN-N032,SERVER,DELL,POWEREDGE R410,6W7CJS1,,,RESEARCH,COLOCATION,SO,MCC CHEMICAL AND BIOLOGICAL ENGINEERING - BROADBELT,HEATHER MAYES,2018-05-08 12:43:32-04,,,EVDC,N58
SHN-N033,SERVER,DELL,POWEREDGE R410,FX8SNS1,,,RESEARCH,COLOCATION,SO,MCC CHEMICAL AND BIOLOGICAL ENGINEERING - BROADBELT,HEATHER MAYES,2018-05-08 12:43:57-04,,,EVDC,N58
SHN-N034,SERVER,DELL,POWEREDGE R410,FX9SNS1,,,RESEARCH,COLOCATION,SO,MCC CHEMICAL AND BIOLOGICAL ENGINEERING - BROADBELT,HEATHER MAYES,2018-05-08 12:43:58-04,,,EVDC,N58
SHN-N036,SERVER,DELL,POWEREDGE R420,DBOXFX1,,,RESEARCH,,SO,MCC CHEMICAL AND BIOLOGICAL ENGINEERING - AMARAL,LUIS A N AMARAL,2018-05-10 11:43:39-04,,,EVDC,N58
SHN-N038,SERVER,DELL,POWEREDGE R420,DBOWFX1,,,RESEARCH,,SO,MCC CHEMICAL AND BIOLOGICAL ENGINEERING - AMARAL,LUIS A N AMARAL,2018-05-10 11:44:23-04,,,EVDC,N58
SHN-N039,SERVER,DELL,POWEREDGE R420,D9ZVFX1,,,RESEARCH,,SO,MCC CHEMICAL AND BIOLOGICAL ENGINEERING - AMARAL,LUIS A N AMARAL,2018-05-10 11:40:40-04,,,EVDC,O58
SHN-N041,SERVER,DELL,POWEREDGE R420,D9ZWFX1,,,RESEARCH,,SO,MCC CHEMICAL AND BIOLOGICAL ENGINEERING - AMARAL,LUIS A N AMARAL,2018-05-10 11:41:25-04,,,EVDC,O58
SHN-N042,SERVER,DELL,POWEREDGE R420,7RTNBY1,,,RESEARCH,,SO,MCC CHEMICAL AND BIOLOGICAL ENGINEERING - AMARAL,LUIS A N AMARAL,2018-05-10 11:41:55-04,,,EVDC,O58
SHN-N043,SERVER,DELL,POWEREDGE R420,7RVLBY1,,,RESEARCH,,SO,MCC CHEMICAL AND BIOLOGICAL ENGINEERING - AMARAL,LUIS A N AMARAL,2018-05-10 11:42:31-04,,,EVDC,O58
SHN-N044,SERVER,DELL,POWEREDGE R420,7RTMBY1,,,RESEARCH,,SO,MCC CHEMICAL AND BIOLOGICAL ENGINEERING - AMARAL,LUIS A N AMARAL,2018-05-10 11:42:54-04,,,EVDC,O58
SIDAMO.EECS,SERVER,DELL,POWEREDGE R710,DZ0XJM1,,,RESEARCH,,SO,MCC ELECTRICAL ENGINEERING AND COMPUTER SCIENCE - ADMIN,,2018-10-31 10:01:30-04,,,EV TECH LG87,02
SIPERA SYSTEMS - IPCS 410,VOIP,EXXACT,2 RUS,,,,INFRASTRUCTURE,INFRASTRUCTURE,UKN,NUIT-CI-TNS-VOICENETWORK,,2014-07-09 14:24:53-04,,,EV LEV G156,0G.02.07
SKA,SERVER,DELL,POWEREDGE R730,JCWBBM2,,,RESEARCH,,SO,MEDICAL SCHOOL,,2018-08-23 17:15:52-04,,,EVDC,Q62
SKYLAKE NODE,SERVER,IBM,D2 7X20,J10016TW,,,HIGH PERFORMANCE COMPUTING,,PIPS,NUIT-CI-PIPS-HPC,DAMIR KRSTIC,2019-01-23 10:37:28-05,FP-655296,,EVDC,S25
SLAVE 1,DAS,MOBILE ACCESS,330 REMOTE UNIT,,,,,,,,,2014-03-26 22:20:26-04,,,EV LEV G156,0G.02.02
SLAVE 2,DAS,MOBILE ACCESS,330 REMOTE UNIT,,,,,,,,,2014-03-26 22:19:32-04,,,EV LEV G156,0G.02.02
SLAVE 3,DAS,MOBILE ACCESS,330 REMOTE UNIT,,,,,,,,,2014-03-26 22:50:56-04,,,EV LEV G156,0G.02.03
SLAVE 4,DAS,MOBILE ACCESS,330 REMOTE UNIT,,,,,,,,,2014-03-26 22:50:15-04,,,EV LEV G156,0G.02.03
SLAVE FOR TECH/LIBRARY,DAS,MOBILE ACCESS,330 REMOTE UNIT,,,,,,,,,2014-03-26 23:02:02-04,,,EV LEV G156,0G.02.03
SLICFRONT,SERVER,SUPERMICRO,1 RU SM,,,,PRODUCTION,,ICAIR,ICAIR - ESNET,,2020-04-15 22:42:27-04,,,CH 8602 243,217.04
SL-J1-ICAIR,NETWORK SWITCH,JUNIPER NETWORKS,QFX3500-48S4Q,,,,EDGE NETWORK,EQUIPMENT,ICAIR,ICAIR - OMNINET,JAKE SALLEE,2018-05-10 09:32:31-04,,,CH 8602 236,0214.02
SOCDEANBACKUP,SERVER,DELL,POWEREDGE R530,F6N8CH2,,,RESEARCH,COLOCATION,SO,SCHOOL OF COMMUINCATIONS,JOHN ARENDS,2019-11-20 14:26:09-05,495872,,EVDC,O48
SOCESX4,SERVER,DELL,POWEREDGE R630,D6VQQD2,,,PRODUCTION,COLOCATION,CONTACT,SCHOOL OF COMMUINCATIONS,JOHN ARENDS,2019-06-27 10:50:26-04,FP-427641,,EVDC,Q48
SOCEV-1,STORAGE,NETWORK APPLIANCE,DS4246,SHJMS0000011552,,,HIPAA,COLOCATION,SO,SCHOOL OF COMMUINCATIONS,JOHN ARENDS,2017-12-12 12:33:24-05,37874,,EVDC,P48
SOCEV-2,STORAGE,NETWORK APPLIANCE,DS4246,SHJMS0000011536,,,HIPAA,COLOCATION,SO,SCHOOL OF COMMUINCATIONS,JOHN ARENDS,2017-12-12 12:33:47-05,37874,,EVDC,P48
SOCEV-3,STORAGE,NETWORK APPLIANCE,DS4246,SHJMS000001151E,,,HIPAA,COLOCATION,SO,SCHOOL OF COMMUINCATIONS,JOHN ARENDS,2017-12-12 12:34:18-05,37874,,EVDC,P48
SOCEV-4,STORAGE,NETWORK APPLIANCE,DS4246,SHJMS0000013712,,,HIPAA,COLOCATION,SO,SCHOOL OF COMMUINCATIONS,JOHN ARENDS,2017-12-12 12:35:10-05,37874,,EVDC,P48
SOCEV-CONTROLLER,STORAGE,NETWORK APPLIANCE,DS4243,SHJMS0000013CB8,,,HIPAA,COLOCATION,SO,SCHOOL OF COMMUINCATIONS,JOHN ARENDS,2017-01-26 11:39:17-05,37874,,EVDC,P48
SOCIAL2,SERVER,DELL,POWEREDGE R510,CFJLKS1,,,RESEARCH,,SO,MCC ELECTRICAL ENGINEERING AND COMPUTER SCIENCE - CHOUDARY,,2018-09-26 13:08:35-04,,,EV TECH LG87,06
SOCLICENSE,SERVER,DELL,POWEREDGE R230,H755RD2,,,PRODUCTION,,SO,SCHOOL OF COMMUINCATIONS,JOHN ARENDS,2019-06-27 10:49:24-04,,,EVDC,O48
SOC-NETAPP_RU11,SERVER,NETWORK APPLIANCE,FAS8200,021848031068/021848030931,,,RESEARCH,,SO,SCHOOL OF COMMUINCATIONS,JOHN ARENDS,2019-11-21 13:10:20-05,804683,,EVDC,M48
SOC-NETAPP_RU14,SERVER,NETAPP,212C,SHJGD1839000067,,,RESEARCH,,SO,SCHOOL OF COMMUINCATIONS,JOHN ARENDS,2019-11-21 12:51:12-05,804683,,EVDC,M48
SOC-NETAPP_RU16,SERVER,NETAPP,212C,SHJGD1839000064,,,RESEARCH,,SO,SCHOOL OF COMMUINCATIONS,JOHN ARENDS,2019-11-21 12:53:34-05,804683,,EVDC,M48
SOC-NETAPP_RU20,PACKET OPTICAL TRANSPORT,NETWORK APPLIANCE,X1960-R6,81211200174,,,SAN SWITCH,,SO,SCHOOL OF COMMUINCATIONS,JOHN ARENDS,2019-11-21 13:04:50-05,804683,,EVDC,M48
SOC-NETAPP_RU21,PACKET OPTICAL TRANSPORT,NETWORK APPLIANCE,X1960-R6,80911200162,,,SAN SWITCH,,,SCHOOL OF COMMUINCATIONS,JOHN ARENDS,2019-11-21 13:10:52-05,804683,,EVDC,M48
SOC-NETAPP_RU5,SERVER,NETAPP,212C,SHJGD1839000187,,,RESEARCH,,SO,SCHOOL OF COMMUINCATIONS,JOHN ARENDS,2019-11-21 12:48:08-05,804683,,EVDC,M48
SOC-NETAPP_RU5^^7196,SERVER,NETAPP,212C,SHJGD1839000057,,,RESEARCH,,SO,SCHOOL OF COMMUINCATIONS,JOHN ARENDS,2019-11-21 12:54:23-05,804683,,EVDC,M48
SOC-NETAPP_RU7,SERVER,NETAPP,212C,SHJGD1839000189,,,RESEARCH,,SO,SCHOOL OF COMMUINCATIONS,JOHN ARENDS,2019-11-21 12:50:11-05,804683,,EVDC,M48
SOC-NETAPP_RU9,SERVER,NETAPP,212C,SHJGD1839000069,,,RESEARCH,,SO,SCHOOL OF COMMUINCATIONS,JOHN ARENDS,2019-11-21 12:50:28-05,804683,,EVDC,M48
SOCRTVFMEDIAFS,STORAGE,DELL,POWEREDGE R720XD,CGV5W52,,,PRODUCTION,COLOCATION,SO,SCHOOL OF COMMUINCATIONS,JOHN ARENDS,2019-06-27 10:49:53-04,,,EVDC,Q48
SOCSCSCRD1,SERVER,DELL,POWEREDGE R330,8W7BXM2,,,RESEARCH,,SO,SCHOOL OF COMMUINCATIONS,JOHN ARENDS,2019-01-23 10:37:29-05,FP-646046,,EVDC,P52
SOCSCSCRD2,SERVER,DELL,POWEREDGE R330,8W7CXM2,,,RESEARCH,,SO,SCHOOL OF COMMUINCATIONS,JOHN ARENDS,2019-01-23 10:37:29-05,FP-646046,,EVDC,P52
SOCSCSCRD3,SERVER,DELL,POWEREDGE R330,8W85XM2,,,RESEARCH,,SO,SCHOOL OF COMMUINCATIONS,JOHN ARENDS,2019-01-23 10:37:30-05,FP-646046,,EVDC,P52
SOCTEG.SOC.NORTHWESTERN.EDU,STORAGE,TEGILE,HA2300,TS1508-0054,,,HIPAA,,SO,SCHOOL OF COMMUINCATIONS,JOHN ARENDS,2017-12-12 12:39:57-05,,,EVDC,Q48
SONICAPPS,SERVER,DELL,R730,8HYYR52,,,RESEARCH,COLOCATION,SO,SCHOOL OF COMMUINCATIONS,JOHN ARENDS,2018-05-08 12:40:07-04,,,EVDC,E62
SOUTH SECTOR IDEN/PCS-SPRINT/US CELLULAR,DAS,MOBILE ACCESS,RADIO INTERFACE UNIT,,,,,,,,,2014-03-26 22:22:17-04,,,EV LEV G156,0G.02.02
SPEECH-EV,SERVER,DELL,POWEREDGE 2950,7YKH1D1,,,PRODUCTION,INFRASTRUCTURE,UKN,NUIT-CI-TNS-VOICENETWORK,,2018-05-08 12:44:54-04,,,EV LEV G156,0G.02.07
